"id","scientificName","scientificNameAuthorship","eventDate","decimalLongitude","decimalLatitude","institutionCode","collectionCode","catalogNumber","scientificNameID","originalscientificname","acceptedNameUsage","acceptedNameUsageID","accessRights","associatedMedia","associatedReferences","associatedSequences","associatedTaxa","basisOfRecord","behavior","bibliographicCitation","class","collectionID","continent","coordinatePrecision","coordinateUncertaintyInMeters","countryCode","county","dataGeneralizations","datasetID","dateIdentified","depth","division","dynamicProperties","establishmentMeans","eventID","eventRemarks","eventTime","family","fieldNotes","fieldNumber","footprintSRS","footprintWKT","forma","genus","geodeticDatum","habitat","higherClassification","higherGeography","higherGeographyID","identificationID","identificationQualifier","identificationReferences","identificationRemarks","identifiedBy","individualCount","individualID","informationWithheld","infraclass","infrakingdom","infraorder","infraphylum","institutionID","island","islandGroup","kingdom","language","lifeStage","locality","locationAccordingTo","locationID","locationRemarks","materialSampleID","maximumDepthInMeters","minimumDepthInMeters","modified","municipality","nameAccordingTo","nameAccordingToID","namePublishedIn","namePublishedInID","occurrenceID","occurrenceRemarks","occurrenceStatus","order","originalNameUsage","originalNameUsageID","otherCatalogNumbers","ownerInstitutionCode","parvorder","phylum","qc","recordNumber","recordedBy","references","reproductiveCondition","resource_id","rights","rightsHolder","section","sex","source","species","stateProvince","subclass","subdivision","subfamily","subforma","subgenus","subkingdom","suborder","subphylum","subsection","subspecies","subterclass","subtribe","subvariety","superclass","superfamily","superorder","supertribe","taxonConceptID","taxonID","taxonRank","taxonRemarks","taxonomicStatus","taxonomicgroup","tribe","type","typeStatus","valid_id","variety","vernacularName","waterBody","worms_id","year"
730854216,"Thalassoma pavo","(Linnaeus, 1758)","1999-04-21 12:00:00",-28.61909603,38.51931907,"IMAR/DOP","Underwater_visual_census_Azores","Underwater_visual_census_1975","urn:lsid:marinespecies.org:taxname:126970","Thalassoma pavo",,,,,,,,"HumanObservation",,,"Actinopterygii",,"Azores Exclusive Economic Zone",,"10.0",,,,"IMIS:dasid:5398",,,,,,,,,"Labridae",,,,,,"Thalassoma","EPSG:4326",,,,,,,,,"Telmo Gomes, Pedro Afonso",,,,,,,,,,,"Animalia",,,,,,,,,,"2016-06-10 16:50:25",,,,,,"Underwater_visual_census_1975",,"present","Perciformes",,,,,,"Chordata",1073216639,,,,,4309,,,,,,"Thalassoma pavo","Azores",,,,,,,"Labroidei","Vertebrata",,,,,,"Pisces",,,,,,,,,"Pisces",,,,518710,,,,126970,"1999"
730854226,"Thalassoma pavo","(Linnaeus, 1758)","1997-08-06 12:00:00",-28.56378834,38.54087606,"IMAR/DOP","Underwater_visual_census_Azores","Underwater_visual_census_187","urn:lsid:marinespecies.org:taxname:126970","Thalassoma pavo",,,,,,,,"HumanObservation",,,"Actinopterygii",,"Azores Exclusive Economic Zone",,"10.0",,,,"IMIS:dasid:5398",,,,,,,,,"Labridae",,,,,,"Thalassoma","EPSG:4326",,,,,,,,,"Pedro Afonso",,,,,,,,,,,"Animalia",,,,,,,,,,"2016-06-10 16:50:25",,,,,,"Underwater_visual_census_187",,"present","Perciformes",,,,,,"Chordata",1072168063,,,,,4309,,,,,,"Thalassoma pavo","Azores",,,,,,,"Labroidei","Vertebrata",,,,,,"Pisces",,,,,,,,,"Pisces",,,,518710,,,,126970,"1997"
730854237,"Thalassoma pavo","(Linnaeus, 1758)","1997-08-28 12:00:00",-28.588613,38.50939842,"IMAR/DOP","Underwater_visual_census_Azores","Underwater_visual_census_198","urn:lsid:marinespecies.org:taxname:126970","Thalassoma pavo",,,,,,,,"HumanObservation",,,"Actinopterygii",,"Azores Exclusive Economic Zone",,"10.0",,,,"IMIS:dasid:5398",,,,,,,,,"Labridae",,,,,,"Thalassoma","EPSG:4326",,,,,,,,,"Pedro Afonso",,,,,,,,,,,"Animalia",,,,,,,,,,"2016-06-10 16:50:25",,,,,,"Underwater_visual_census_198",,"present","Perciformes",,,,,,"Chordata",1073216639,,,,,4309,,,,,,"Thalassoma pavo","Azores",,,,,,,"Labroidei","Vertebrata",,,,,,"Pisces",,,,,,,,,"Pisces",,,,518710,,,,126970,"1997"
730854238,"Thalassoma pavo","(Linnaeus, 1758)","1997-12-04 12:00:00",-28.63220494,38.51929093,"IMAR/DOP","Underwater_visual_census_Azores","Underwater_visual_census_651","urn:lsid:marinespecies.org:taxname:126970","Thalassoma pavo",,,,,,,,"HumanObservation",,,"Actinopterygii",,"Azores Exclusive Economic Zone",,"10.0",,,,"IMIS:dasid:5398",,,,,,,,,"Labridae",,,,,,"Thalassoma","EPSG:4326",,,,,,,,,"Fernando Tempera, Pedro Afonso",,,,,,,,,,,"Animalia",,,,,,,,,,"2016-06-10 16:50:25",,,,,,"Underwater_visual_census_651",,"present","Perciformes",,,,,,"Chordata",1073216639,,,,,4309,,,,,,"Thalassoma pavo","Azores",,,,,,,"Labroidei","Vertebrata",,,,,,"Pisces",,,,,,,,,"Pisces",,,,518710,,,,126970,"1997"
730854245,"Thalassoma pavo","(Linnaeus, 1758)","1998-03-04 12:00:00",-28.63167768,38.51989733,"IMAR/DOP","Underwater_visual_census_Azores","Underwater_visual_census_793","urn:lsid:marinespecies.org:taxname:126970","Thalassoma pavo",,,,,,,,"HumanObservation",,,"Actinopterygii",,"Azores Exclusive Economic Zone",,"10.0",,,,"IMIS:dasid:5398",,,,,,,,,"Labridae",,,,,,"Thalassoma","EPSG:4326",,,,,,,,,"Telmo Gomes, Miguel Machete",,,,,,,,,,,"Animalia",,,,,,,,,,"2016-06-10 16:50:25",,,,,,"Underwater_visual_census_793",,"present","Perciformes",,,,,,"Chordata",1073216639,,,,,4309,,,,,,"Thalassoma pavo","Azores",,,,,,,"Labroidei","Vertebrata",,,,,,"Pisces",,,,,,,,,"Pisces",,,,518710,,,,126970,"1998"
730854251,"Thalassoma pavo","(Linnaeus, 1758)","1998-03-05 12:00:00",-28.61956599,38.52117162,"IMAR/DOP","Underwater_visual_census_Azores","Underwater_visual_census_799","urn:lsid:marinespecies.org:taxname:126970","Thalassoma pavo",,,,,,,,"HumanObservation",,,"Actinopterygii",,"Azores Exclusive Economic Zone",,"10.0",,,,"IMIS:dasid:5398",,,,,,,,,"Labridae",,,,,,"Thalassoma","EPSG:4326",,,,,,,,,"Telmo Gomes, Miguel Machete",,,,,,,,,,,"Animalia",,,,,,,,,,"2016-06-10 16:50:25",,,,,,"Underwater_visual_census_799",,"present","Perciformes",,,,,,"Chordata",1073216639,,,,,4309,,,,,,"Thalassoma pavo","Azores",,,,,,,"Labroidei","Vertebrata",,,,,,"Pisces",,,,,,,,,"Pisces",,,,518710,,,,126970,"1998"
730854258,"Thalassoma pavo","(Linnaeus, 1758)","1999-07-31 12:00:00",-28.62117643,38.52215978,"IMAR/DOP","Underwater_visual_census_Azores","Underwater_visual_census_2388","urn:lsid:marinespecies.org:taxname:126970","Thalassoma pavo",,,,,,,,"HumanObservation",,,"Actinopterygii",,"Azores Exclusive Economic Zone",,"10.0",,,,"IMIS:dasid:5398",,,,,,,,,"Labridae",,,,,,"Thalassoma","EPSG:4326",,,,,,,,,"Pedro Afonso, Frederico Cardigos",,,,,,,,,,,"Animalia",,,,,,,,,,"2016-06-10 16:50:25",,,,,,"Underwater_visual_census_2388",,"present","Perciformes",,,,,,"Chordata",1073216639,,,,,4309,,,,,,"Thalassoma pavo","Azores",,,,,,,"Labroidei","Vertebrata",,,,,,"Pisces",,,,,,,,,"Pisces",,,,518710,,,,126970,"1999"
730854286,"Thalassoma pavo","(Linnaeus, 1758)","1997-07-27 12:00:00",-28.61985999,38.51998391,"IMAR/DOP","Underwater_visual_census_Azores","Underwater_visual_census_53","urn:lsid:marinespecies.org:taxname:126970","Thalassoma pavo",,,,,,,,"HumanObservation",,,"Actinopterygii",,"Azores Exclusive Economic Zone",,"10.0",,,,"IMIS:dasid:5398",,,,,,,,,"Labridae",,,,,,"Thalassoma","EPSG:4326",,,,,,,,,"Pedro Afonso, Miguel Machete",,,,,,,,,,,"Animalia",,,,,,,,,,"2016-06-10 16:50:25",,,,,,"Underwater_visual_census_53",,"present","Perciformes",,,,,,"Chordata",1073216639,,,,,4309,,,,,,"Thalassoma pavo","Azores",,,,,,,"Labroidei","Vertebrata",,,,,,"Pisces",,,,,,,,,"Pisces",,,,518710,,,,126970,"1997"
730854291,"Thalassoma pavo","(Linnaeus, 1758)","1997-07-25 12:00:00",-28.61960852,38.51977786,"IMAR/DOP","Underwater_visual_census_Azores","Underwater_visual_census_15","urn:lsid:marinespecies.org:taxname:126970","Thalassoma pavo",,,,,,,,"HumanObservation",,,"Actinopterygii",,"Azores Exclusive Economic Zone",,"10.0",,,,"IMIS:dasid:5398",,,,,,,,,"Labridae",,,,,,"Thalassoma","EPSG:4326",,,,,,,,,"Pedro Afonso",,,,,,,,,,,"Animalia",,,,,,,,,,"2016-06-10 16:50:25",,,,,,"Underwater_visual_census_15",,"present","Perciformes",,,,,,"Chordata",1073216639,,,,,4309,,,,,,"Thalassoma pavo","Azores",,,,,,,"Labroidei","Vertebrata",,,,,,"Pisces",,,,,,,,,"Pisces",,,,518710,,,,126970,"1997"
730854297,"Thalassoma pavo","(Linnaeus, 1758)","1997-09-27 12:00:00",-28.56382715,38.54090748,"IMAR/DOP","Underwater_visual_census_Azores","Underwater_visual_census_310","urn:lsid:marinespecies.org:taxname:126970","Thalassoma pavo",,,,,,,,"HumanObservation",,,"Actinopterygii",,"Azores Exclusive Economic Zone",,"10.0",,,,"IMIS:dasid:5398",,,,,,,,,"Labridae",,,,,,"Thalassoma","EPSG:4326",,,,,,,,,"Pedro Afonso",,,,,,,,,,,"Animalia",,,,,,,,,,"2016-06-10 16:50:25",,,,,,"Underwater_visual_census_310",,"present","Perciformes",,,,,,"Chordata",1072168063,,,,,4309,,,,,,"Thalassoma pavo","Azores",,,,,,,"Labroidei","Vertebrata",,,,,,"Pisces",,,,,,,,,"Pisces",,,,518710,,,,126970,"1997"
730854310,"Thalassoma pavo","(Linnaeus, 1758)","1997-08-05 12:00:00",-28.63125383,38.52036891,"IMAR/DOP","Underwater_visual_census_Azores","Underwater_visual_census_177","urn:lsid:marinespecies.org:taxname:126970","Thalassoma pavo",,,,,,,,"HumanObservation",,,"Actinopterygii",,"Azores Exclusive Economic Zone",,"10.0",,,,"IMIS:dasid:5398",,,,,,,,,"Labridae",,,,,,"Thalassoma","EPSG:4326",,,,,,,,,"Pedro Afonso, Telmo Gomes, Miguel Machete",,,,,,,,,,,"Animalia",,,,,,,,,,"2016-06-10 16:50:25",,,,,,"Underwater_visual_census_177",,"present","Perciformes",,,,,,"Chordata",1073216639,,,,,4309,,,,,,"Thalassoma pavo","Azores",,,,,,,"Labroidei","Vertebrata",,,,,,"Pisces",,,,,,,,,"Pisces",,,,518710,,,,126970,"1997"
730854322,"Thalassoma pavo","(Linnaeus, 1758)","1998-04-16 12:00:00",-28.61959378,38.51975354,"IMAR/DOP","Underwater_visual_census_Azores","Underwater_visual_census_967","urn:lsid:marinespecies.org:taxname:126970","Thalassoma pavo",,,,,,,,"HumanObservation",,,"Actinopterygii",,"Azores Exclusive Economic Zone",,"10.0",,,,"IMIS:dasid:5398",,,,,,,,,"Labridae",,,,,,"Thalassoma","EPSG:4326",,,,,,,,,"Telmo Gomes",,,,,,,,,,,"Animalia",,,,,,,,,,"2016-06-10 16:50:25",,,,,,"Underwater_visual_census_967",,"present","Perciformes",,,,,,"Chordata",1073216639,,,,,4309,,,,,,"Thalassoma pavo","Azores",,,,,,,"Labroidei","Vertebrata",,,,,,"Pisces",,,,,,,,,"Pisces",,,,518710,,,,126970,"1998"
730854323,"Thalassoma pavo","(Linnaeus, 1758)","1998-08-07 12:00:00",-28.631652799999998,38.52032492,"IMAR/DOP","Underwater_visual_census_Azores","Underwater_visual_census_1400","urn:lsid:marinespecies.org:taxname:126970","Thalassoma pavo",,,,,,,,"HumanObservation",,,"Actinopterygii",,"Azores Exclusive Economic Zone",,"10.0",,,,"IMIS:dasid:5398",,,,,,,,,"Labridae",,,,,,"Thalassoma","EPSG:4326",,,,,,,,,"Pedro Afonso, Telmo Gomes",,,,,,,,,,,"Animalia",,,,,,,,,,"2016-06-10 16:50:25",,,,,,"Underwater_visual_census_1400",,"present","Perciformes",,,,,,"Chordata",1073216639,,,,,4309,,,,,,"Thalassoma pavo","Azores",,,,,,,"Labroidei","Vertebrata",,,,,,"Pisces",,,,,,,,,"Pisces",,,,518710,,,,126970,"1998"
730854329,"Thalassoma pavo","(Linnaeus, 1758)","1999-08-24 12:00:00",-28.66284914,38.52067557,"IMAR/DOP","Underwater_visual_census_Azores","Underwater_visual_census_3193","urn:lsid:marinespecies.org:taxname:126970","Thalassoma pavo",,,,,,,,"HumanObservation",,,"Actinopterygii",,"Azores Exclusive Economic Zone",,"10.0",,,,"IMIS:dasid:5398",,,,,,,,,"Labridae",,,,,,"Thalassoma","EPSG:4326",,,,,,,,,"Telmo Gomes, Pedro Afonso",,,,,,,,,,,"Animalia",,,,,,,,,,"2016-06-10 16:50:25",,,,,,"Underwater_visual_census_3193",,"present","Perciformes",,,,,,"Chordata",1073216639,,,,,4309,,,,,,"Thalassoma pavo","Azores",,,,,,,"Labroidei","Vertebrata",,,,,,"Pisces",,,,,,,,,"Pisces",,,,518710,,,,126970,"1999"
730854349,"Thalassoma pavo","(Linnaeus, 1758)","1997-09-29 12:00:00",-28.61903278,38.51940911,"IMAR/DOP","Underwater_visual_census_Azores","Underwater_visual_census_344","urn:lsid:marinespecies.org:taxname:126970","Thalassoma pavo",,,,,,,,"HumanObservation",,,"Actinopterygii",,"Azores Exclusive Economic Zone",,"10.0",,,,"IMIS:dasid:5398",,,,,,,,,"Labridae",,,,,,"Thalassoma","EPSG:4326",,,,,,,,,"Pedro Afonso",,,,,,,,,,,"Animalia",,,,,,,,,,"2016-06-10 16:50:25",,,,,,"Underwater_visual_census_344",,"present","Perciformes",,,,,,"Chordata",1073216639,,,,,4309,,,,,,"Thalassoma pavo","Azores",,,,,,,"Labroidei","Vertebrata",,,,,,"Pisces",,,,,,,,,"Pisces",,,,518710,,,,126970,"1997"
730854352,"Thalassoma pavo","(Linnaeus, 1758)","1997-11-09 12:00:00",-28.63177468,38.52011525,"IMAR/DOP","Underwater_visual_census_Azores","Underwater_visual_census_480","urn:lsid:marinespecies.org:taxname:126970","Thalassoma pavo",,,,,,,,"HumanObservation",,,"Actinopterygii",,"Azores Exclusive Economic Zone",,"10.0",,,,"IMIS:dasid:5398",,,,,,,,,"Labridae",,,,,,"Thalassoma","EPSG:4326",,,,,,,,,"Telmo Gomes, Pedro Afonso",,,,,,,,,,,"Animalia",,,,,,,,,,"2016-06-10 16:50:25",,,,,,"Underwater_visual_census_480",,"present","Perciformes",,,,,,"Chordata",1073216639,,,,,4309,,,,,,"Thalassoma pavo","Azores",,,,,,,"Labroidei","Vertebrata",,,,,,"Pisces",,,,,,,,,"Pisces",,,,518710,,,,126970,"1997"
730854372,"Thalassoma pavo","(Linnaeus, 1758)","1997-11-09 12:00:00",-28.63132035,38.52038381,"IMAR/DOP","Underwater_visual_census_Azores","Underwater_visual_census_491","urn:lsid:marinespecies.org:taxname:126970","Thalassoma pavo",,,,,,,,"HumanObservation",,,"Actinopterygii",,"Azores Exclusive Economic Zone",,"10.0",,,,"IMIS:dasid:5398",,,,,,,,,"Labridae",,,,,,"Thalassoma","EPSG:4326",,,,,,,,,"Telmo Gomes, Pedro Afonso",,,,,,,,,,,"Animalia",,,,,,,,,,"2016-06-10 16:50:25",,,,,,"Underwater_visual_census_491",,"present","Perciformes",,,,,,"Chordata",1073216639,,,,,4309,,,,,,"Thalassoma pavo","Azores",,,,,,,"Labroidei","Vertebrata",,,,,,"Pisces",,,,,,,,,"Pisces",,,,518710,,,,126970,"1997"
730854382,"Thalassoma pavo","(Linnaeus, 1758)","1999-04-21 12:00:00",-28.61983127,38.51996871,"IMAR/DOP","Underwater_visual_census_Azores","Underwater_visual_census_1985","urn:lsid:marinespecies.org:taxname:126970","Thalassoma pavo",,,,,,,,"HumanObservation",,,"Actinopterygii",,"Azores Exclusive Economic Zone",,"10.0",,,,"IMIS:dasid:5398",,,,,,,,,"Labridae",,,,,,"Thalassoma","EPSG:4326",,,,,,,,,"Telmo Gomes, Pedro Afonso",,,,,,,,,,,"Animalia",,,,,,,,,,"2016-06-10 16:50:25",,,,,,"Underwater_visual_census_1985",,"present","Perciformes",,,,,,"Chordata",1073216639,,,,,4309,,,,,,"Thalassoma pavo","Azores",,,,,,,"Labroidei","Vertebrata",,,,,,"Pisces",,,,,,,,,"Pisces",,,,518710,,,,126970,"1999"
730854388,"Thalassoma pavo","(Linnaeus, 1758)","1998-08-07 12:00:00",-28.631279,38.52033691,"IMAR/DOP","Underwater_visual_census_Azores","Underwater_visual_census_1395","urn:lsid:marinespecies.org:taxname:126970","Thalassoma pavo",,,,,,,,"HumanObservation",,,"Actinopterygii",,"Azores Exclusive Economic Zone",,"10.0",,,,"IMIS:dasid:5398",,,,,,,,,"Labridae",,,,,,"Thalassoma","EPSG:4326",,,,,,,,,"Telmo Gomes, Pedro Afonso",,,,,,,,,,,"Animalia",,,,,,,,,,"2016-06-10 16:50:25",,,,,,"Underwater_visual_census_1395",,"present","Perciformes",,,,,,"Chordata",1073216639,,,,,4309,,,,,,"Thalassoma pavo","Azores",,,,,,,"Labroidei","Vertebrata",,,,,,"Pisces",,,,,,,,,"Pisces",,,,518710,,,,126970,"1998"
730854408,"Thalassoma pavo","(Linnaeus, 1758)","1998-11-15 12:00:00",-28.61910409,38.5192989,"IMAR/DOP","Underwater_visual_census_Azores","Underwater_visual_census_1520","urn:lsid:marinespecies.org:taxname:126970","Thalassoma pavo",,,,,,,,"HumanObservation",,,"Actinopterygii",,"Azores Exclusive Economic Zone",,"10.0",,,,"IMIS:dasid:5398",,,,,,,,,"Labridae",,,,,,"Thalassoma","EPSG:4326",,,,,,,,,"Telmo Gomes, Pedro Afonso",,,,,,,,,,,"Animalia",,,,,,,,,,"2016-06-10 16:50:25",,,,,,"Underwater_visual_census_1520",,"present","Perciformes",,,,,,"Chordata",1073216639,,,,,4309,,,,,,"Thalassoma pavo","Azores",,,,,,,"Labroidei","Vertebrata",,,,,,"Pisces",,,,,,,,,"Pisces",,,,518710,,,,126970,"1998"
730854420,"Thalassoma pavo","(Linnaeus, 1758)","1999-08-07 12:00:00",-28.63748608,38.52208709,"IMAR/DOP","Underwater_visual_census_Azores","Underwater_visual_census_2655","urn:lsid:marinespecies.org:taxname:126970","Thalassoma pavo",,,,,,,,"HumanObservation",,,"Actinopterygii",,"Azores Exclusive Economic Zone",,"10.0",,,,"IMIS:dasid:5398",,,,,,,,,"Labridae",,,,,,"Thalassoma","EPSG:4326",,,,,,,,,"Pedro Afonso",,,,,,,,,,,"Animalia",,,,,,,,,,"2016-06-10 16:50:25",,,,,,"Underwater_visual_census_2655",,"present","Perciformes",,,,,,"Chordata",1073216639,,,,,4309,,,,,,"Thalassoma pavo","Azores",,,,,,,"Labroidei","Vertebrata",,,,,,"Pisces",,,,,,,,,"Pisces",,,,518710,,,,126970,"1999"
730854427,"Thalassoma pavo","(Linnaeus, 1758)","1999-08-12 12:00:00",-28.62305544,38.52395478,"IMAR/DOP","Underwater_visual_census_Azores","Underwater_visual_census_2807","urn:lsid:marinespecies.org:taxname:126970","Thalassoma pavo",,,,,,,,"HumanObservation",,,"Actinopterygii",,"Azores Exclusive Economic Zone",,"10.0",,,,"IMIS:dasid:5398",,,,,,,,,"Labridae",,,,,,"Thalassoma","EPSG:4326",,,,,,,,,"Pedro Afonso Jorge Fontes",,,,,,,,,,,"Animalia",,,,,,,,,,"2016-06-10 16:50:25",,,,,,"Underwater_visual_census_2807",,"present","Perciformes",,,,,,"Chordata",1073216639,,,,,4309,,,,,,"Thalassoma pavo","Azores",,,,,,,"Labroidei","Vertebrata",,,,,,"Pisces",,,,,,,,,"Pisces",,,,518710,,,,126970,"1999"
730854463,"Thalassoma pavo","(Linnaeus, 1758)","1999-08-11 12:00:00",-28.64389421,38.52301319,"IMAR/DOP","Underwater_visual_census_Azores","Underwater_visual_census_2761","urn:lsid:marinespecies.org:taxname:126970","Thalassoma pavo",,,,,,,,"HumanObservation",,,"Actinopterygii",,"Azores Exclusive Economic Zone",,"10.0",,,,"IMIS:dasid:5398",,,,,,,,,"Labridae",,,,,,"Thalassoma","EPSG:4326",,,,,,,,,"Pedro Afonso",,,,,,,,,,,"Animalia",,,,,,,,,,"2016-06-10 16:50:25",,,,,,"Underwater_visual_census_2761",,"present","Perciformes",,,,,,"Chordata",1073216639,,,,,4309,,,,,,"Thalassoma pavo","Azores",,,,,,,"Labroidei","Vertebrata",,,,,,"Pisces",,,,,,,,,"Pisces",,,,518710,,,,126970,"1999"
730854476,"Thalassoma pavo","(Linnaeus, 1758)","1999-03-31 12:00:00",-28.6317288,38.52012267,"IMAR/DOP","Underwater_visual_census_Azores","Underwater_visual_census_1796","urn:lsid:marinespecies.org:taxname:126970","Thalassoma pavo",,,,,,,,"HumanObservation",,,"Actinopterygii",,"Azores Exclusive Economic Zone",,"10.0",,,,"IMIS:dasid:5398",,,,,,,,,"Labridae",,,,,,"Thalassoma","EPSG:4326",,,,,,,,,"Pedro Afonso, Telmo Gomes",,,,,,,,,,,"Animalia",,,,,,,,,,"2016-06-10 16:50:25",,,,,,"Underwater_visual_census_1796",,"present","Perciformes",,,,,,"Chordata",1073216639,,,,,4309,,,,,,"Thalassoma pavo","Azores",,,,,,,"Labroidei","Vertebrata",,,,,,"Pisces",,,,,,,,,"Pisces",,,,518710,,,,126970,"1999"
730854490,"Thalassoma pavo","(Linnaeus, 1758)","1999-07-27 12:00:00",-28.61998237,38.51820419,"IMAR/DOP","Underwater_visual_census_Azores","Underwater_visual_census_2230","urn:lsid:marinespecies.org:taxname:126970","Thalassoma pavo",,,,,,,,"HumanObservation",,,"Actinopterygii",,"Azores Exclusive Economic Zone",,"10.0",,,,"IMIS:dasid:5398",,,,,,,,,"Labridae",,,,,,"Thalassoma","EPSG:4326",,,,,,,,,"Pedro Afonso, Telmo Gomes",,,,,,,,,,,"Animalia",,,,,,,,,,"2016-06-10 16:50:25",,,,,,"Underwater_visual_census_2230",,"present","Perciformes",,,,,,"Chordata",1073216639,,,,,4309,,,,,,"Thalassoma pavo","Azores",,,,,,,"Labroidei","Vertebrata",,,,,,"Pisces",,,,,,,,,"Pisces",,,,518710,,,,126970,"1999"
730854495,"Thalassoma pavo","(Linnaeus, 1758)","2004-09-29 12:00:00",-28.6671438,38.52162485,"IMAR/DOP","Underwater_visual_census_Azores","Underwater_visual_census_4635","urn:lsid:marinespecies.org:taxname:126970","Thalassoma pavo",,,,,,,,"HumanObservation",,,"Actinopterygii",,"Azores Exclusive Economic Zone",,"10.0",,,,"IMIS:dasid:5398",,,,,,,,,"Labridae",,,,,,"Thalassoma","EPSG:4326",,,,,,,,,"Pedro Afonso",,,,,,,,,,,"Animalia",,,,,,,,,,"2016-06-10 16:50:25",,,,,,"Underwater_visual_census_4635",,"present","Perciformes",,,,,,"Chordata",1073216639,,,,,4309,,,,,,"Thalassoma pavo","Azores",,,,,,,"Labroidei","Vertebrata",,,,,,"Pisces",,,,,,,,,"Pisces",,,,518710,,,,126970,"2004"
730854513,"Thalassoma pavo","(Linnaeus, 1758)","1999-07-31 12:00:00",-28.62075887,38.5220945,"IMAR/DOP","Underwater_visual_census_Azores","Underwater_visual_census_2373","urn:lsid:marinespecies.org:taxname:126970","Thalassoma pavo",,,,,,,,"HumanObservation",,,"Actinopterygii",,"Azores Exclusive Economic Zone",,"10.0",,,,"IMIS:dasid:5398",,,,,,,,,"Labridae",,,,,,"Thalassoma","EPSG:4326",,,,,,,,,"Pedro Afonso, Frederico Cardigos",,,,,,,,,,,"Animalia",,,,,,,,,,"2016-06-10 16:50:25",,,,,,"Underwater_visual_census_2373",,"present","Perciformes",,,,,,"Chordata",1073216639,,,,,4309,,,,,,"Thalassoma pavo","Azores",,,,,,,"Labroidei","Vertebrata",,,,,,"Pisces",,,,,,,,,"Pisces",,,,518710,,,,126970,"1999"
730854517,"Thalassoma pavo","(Linnaeus, 1758)","1999-08-03 12:00:00",-28.62079007,38.516623200000005,"IMAR/DOP","Underwater_visual_census_Azores","Underwater_visual_census_2496","urn:lsid:marinespecies.org:taxname:126970","Thalassoma pavo",,,,,,,,"HumanObservation",,,"Actinopterygii",,"Azores Exclusive Economic Zone",,"10.0",,,,"IMIS:dasid:5398",,,,,,,,,"Labridae",,,,,,"Thalassoma","EPSG:4326",,,,,,,,,"Telmo Gomes, Frederico Cardigos",,,,,,,,,,,"Animalia",,,,,,,,,,"2016-06-10 16:50:25",,,,,,"Underwater_visual_census_2496",,"present","Perciformes",,,,,,"Chordata",1073216639,,,,,4309,,,,,,"Thalassoma pavo","Azores",,,,,,,"Labroidei","Vertebrata",,,,,,"Pisces",,,,,,,,,"Pisces",,,,518710,,,,126970,"1999"
730854525,"Thalassoma pavo","(Linnaeus, 1758)","2004-07-22 12:00:00",-28.59428255,38.59250359,"IMAR/DOP","Underwater_visual_census_Azores","Underwater_visual_census_4499","urn:lsid:marinespecies.org:taxname:126970","Thalassoma pavo",,,,,,,,"HumanObservation",,,"Actinopterygii",,"Azores Exclusive Economic Zone",,"10.0",,,,"IMIS:dasid:5398",,,,,,,,,"Labridae",,,,,,"Thalassoma","EPSG:4326",,,,,,,,,"Pedro Afonso",,,,,,,,,,,"Animalia",,,,,,,,,,"2016-06-10 16:50:25",,,,,,"Underwater_visual_census_4499",,"present","Perciformes",,,,,,"Chordata",1073216639,,,,,4309,,,,,,"Thalassoma pavo","Azores",,,,,,,"Labroidei","Vertebrata",,,,,,"Pisces",,,,,,,,,"Pisces",,,,518710,,,,126970,"2004"
730854545,"Thalassoma pavo","(Linnaeus, 1758)","1998-11-19 12:00:00",-28.58792415,38.5086501,"IMAR/DOP","Underwater_visual_census_Azores","Underwater_visual_census_1641","urn:lsid:marinespecies.org:taxname:126970","Thalassoma pavo",,,,,,,,"HumanObservation",,,"Actinopterygii",,"Azores Exclusive Economic Zone",,"10.0",,,,"IMIS:dasid:5398",,,,,,,,,"Labridae",,,,,,"Thalassoma","EPSG:4326",,,,,,,,,"Telmo Gomes",,,,,,,,,,,"Animalia",,,,,,,,,,"2016-06-10 16:50:25",,,,,,"Underwater_visual_census_1641",,"present","Perciformes",,,,,,"Chordata",1073216639,,,,,4309,,,,,,"Thalassoma pavo","Azores",,,,,,,"Labroidei","Vertebrata",,,,,,"Pisces",,,,,,,,,"Pisces",,,,518710,,,,126970,"1998"
730854569,"Thalassoma pavo","(Linnaeus, 1758)","1999-08-03 12:00:00",-28.62076853,38.51700866,"IMAR/DOP","Underwater_visual_census_Azores","Underwater_visual_census_2519","urn:lsid:marinespecies.org:taxname:126970","Thalassoma pavo",,,,,,,,"HumanObservation",,,"Actinopterygii",,"Azores Exclusive Economic Zone",,"10.0",,,,"IMIS:dasid:5398",,,,,,,,,"Labridae",,,,,,"Thalassoma","EPSG:4326",,,,,,,,,"Telmo Gomes, Frederico Cardigos",,,,,,,,,,,"Animalia",,,,,,,,,,"2016-06-10 16:50:25",,,,,,"Underwater_visual_census_2519",,"present","Perciformes",,,,,,"Chordata",1073216639,,,,,4309,,,,,,"Thalassoma pavo","Azores",,,,,,,"Labroidei","Vertebrata",,,,,,"Pisces",,,,,,,,,"Pisces",,,,518710,,,,126970,"1999"
